# Data for Board 3
# Frequency(Hz)	Noise(nV/rtHz)	Pair_ID
1.185625e+00	2.311110e-04	2.000000e+00
1.189000e+00	1.638662e-04	2.000000e+00
1.201375e+00	1.645520e-04	2.000000e+00
1.213750e+00	1.800926e-04	2.000000e+00
1.226125e+00	1.770569e-04	2.000000e+00
1.238500e+00	1.836463e-04	2.000000e+00
1.247500e+00	2.444470e-04	2.000000e+00
1.250875e+00	1.825894e-04	2.000000e+00
1.263250e+00	2.089710e-04	2.000000e+00
1.275625e+00	2.143348e-04	2.000000e+00
1.288000e+00	2.234099e-04	2.000000e+00
1.300375e+00	1.703812e-04	2.000000e+00
1.309375e+00	1.658976e-04	2.000000e+00
1.312750e+00	1.656780e-04	2.000000e+00
1.325125e+00	2.144066e-04	2.000000e+00
1.337500e+00	2.041167e-04	2.000000e+00
1.349875e+00	1.874604e-04	2.000000e+00
1.362250e+00	2.124983e-04	2.000000e+00
1.371250e+00	2.396345e-04	2.000000e+00
1.374625e+00	1.993941e-04	2.000000e+00
1.387000e+00	2.325496e-04	2.000000e+00
1.399375e+00	2.435715e-04	2.000000e+00
1.411750e+00	2.018808e-04	2.000000e+00
1.424125e+00	1.514394e-04	2.000000e+00
1.433125e+00	2.387824e-04	2.000000e+00
1.436500e+00	1.768895e-04	2.000000e+00
1.448875e+00	2.165429e-04	2.000000e+00
1.461250e+00	2.429036e-04	2.000000e+00
1.473625e+00	1.849055e-04	2.000000e+00
1.486000e+00	1.615527e-04	2.000000e+00
1.495000e+00	1.944767e-04	2.000000e+00
1.498375e+00	1.774968e-04	2.000000e+00
1.510750e+00	1.728477e-04	2.000000e+00
1.523125e+00	1.641575e-04	2.000000e+00
1.535500e+00	1.523629e-04	2.000000e+00
1.547875e+00	1.721505e-04	2.000000e+00
1.556875e+00	1.916747e-04	2.000000e+00
1.560250e+00	2.399306e-04	2.000000e+00
1.572625e+00	3.258175e-04	2.000000e+00
1.585000e+00	2.198920e-04	2.000000e+00
1.597375e+00	1.476107e-04	2.000000e+00
1.609750e+00	2.041937e-04	2.000000e+00
1.618750e+00	2.052439e-04	2.000000e+00
1.622125e+00	1.709803e-04	2.000000e+00
1.634500e+00	2.165132e-04	2.000000e+00
1.646875e+00	1.658836e-04	2.000000e+00
1.659250e+00	1.021860e-04	2.000000e+00
1.671625e+00	1.405934e-04	2.000000e+00
1.680625e+00	1.892859e-04	2.000000e+00
1.684000e+00	1.129299e-04	2.000000e+00
1.696375e+00	1.390671e-04	2.000000e+00
1.708750e+00	1.505694e-04	2.000000e+00
1.721125e+00	1.418661e-04	2.000000e+00
1.733500e+00	1.940515e-04	2.000000e+00
1.742500e+00	1.656219e-04	2.000000e+00
1.745875e+00	1.977573e-04	2.000000e+00
1.758250e+00	1.894652e-04	2.000000e+00
1.770625e+00	2.269380e-04	2.000000e+00
1.783000e+00	1.721697e-04	2.000000e+00
1.795375e+00	1.824546e-04	2.000000e+00
1.804375e+00	1.679575e-04	2.000000e+00
1.807750e+00	2.050544e-04	2.000000e+00
1.820125e+00	2.250856e-04	2.000000e+00
1.832500e+00	1.521795e-04	2.000000e+00
1.844875e+00	2.244894e-04	2.000000e+00
1.857250e+00	2.304635e-04	2.000000e+00
1.866250e+00	1.481369e-04	2.000000e+00
1.869625e+00	2.065415e-04	2.000000e+00
1.882000e+00	1.508978e-04	2.000000e+00
1.894375e+00	1.502595e-04	2.000000e+00
1.906750e+00	1.419316e-04	2.000000e+00
1.919125e+00	1.056044e-04	2.000000e+00
1.928125e+00	1.330996e-04	2.000000e+00
1.931500e+00	1.450115e-04	2.000000e+00
1.943875e+00	1.754741e-04	2.000000e+00
1.956250e+00	1.990856e-04	2.000000e+00
1.968625e+00	2.066241e-04	2.000000e+00
1.981000e+00	1.876909e-04	2.000000e+00
1.990000e+00	1.667281e-04	2.000000e+00
1.993375e+00	1.598953e-04	2.000000e+00
2.005750e+00	1.994225e-04	2.000000e+00
2.018125e+00	1.700369e-04	2.000000e+00
2.030500e+00	1.479125e-04	2.000000e+00
2.042875e+00	8.250250e-05	2.000000e+00
2.051875e+00	1.276733e-04	2.000000e+00
2.055250e+00	1.169116e-04	2.000000e+00
2.067625e+00	1.401230e-04	2.000000e+00
2.080000e+00	1.824593e-04	2.000000e+00
2.092375e+00	2.121210e-04	2.000000e+00
2.104750e+00	2.379958e-04	2.000000e+00
2.113750e+00	1.382555e-04	2.000000e+00
2.117125e+00	2.287579e-04	2.000000e+00
2.129500e+00	1.631686e-04	2.000000e+00
2.141875e+00	1.442433e-04	2.000000e+00
2.154250e+00	1.342072e-04	2.000000e+00
2.166625e+00	1.241548e-04	2.000000e+00
2.175625e+00	1.259879e-04	2.000000e+00
2.179000e+00	1.316929e-04	2.000000e+00
2.191375e+00	1.846292e-04	2.000000e+00
2.203750e+00	1.511324e-04	2.000000e+00
2.216125e+00	1.737977e-04	2.000000e+00
2.228500e+00	1.739736e-04	2.000000e+00
2.237500e+00	1.426042e-04	2.000000e+00
2.240875e+00	1.328383e-04	2.000000e+00
2.253250e+00	1.132146e-04	2.000000e+00
2.265625e+00	1.340773e-04	2.000000e+00
2.278000e+00	1.243083e-04	2.000000e+00
2.290375e+00	1.303177e-04	2.000000e+00
2.299375e+00	1.463424e-04	2.000000e+00
2.302750e+00	1.608192e-04	2.000000e+00
2.315125e+00	9.023777e-05	2.000000e+00
2.327500e+00	1.284495e-04	2.000000e+00
2.339875e+00	1.857118e-04	2.000000e+00
2.352250e+00	1.695740e-04	2.000000e+00
2.361250e+00	1.778448e-04	2.000000e+00
2.364625e+00	1.199687e-04	2.000000e+00
2.377000e+00	1.185868e-04	2.000000e+00
2.389375e+00	1.437354e-04	2.000000e+00
2.401750e+00	1.704724e-04	2.000000e+00
2.414125e+00	1.603276e-04	2.000000e+00
2.423125e+00	1.959731e-04	2.000000e+00
2.426500e+00	1.497852e-04	2.000000e+00
2.438875e+00	1.075982e-04	2.000000e+00
2.451250e+00	9.661510e-05	2.000000e+00
2.463625e+00	1.303898e-04	2.000000e+00
2.476000e+00	1.551186e-04	2.000000e+00
2.485000e+00	1.887162e-04	2.000000e+00
2.488375e+00	1.779312e-04	2.000000e+00
2.500750e+00	1.554364e-04	2.000000e+00
2.513125e+00	1.224532e-04	2.000000e+00
2.525500e+00	1.274300e-04	2.000000e+00
2.537875e+00	1.601433e-04	2.000000e+00
2.546875e+00	1.229820e-04	2.000000e+00
2.550250e+00	1.098686e-04	2.000000e+00
2.562625e+00	1.431432e-04	2.000000e+00
2.575000e+00	1.310280e-04	2.000000e+00
2.587375e+00	1.175649e-04	2.000000e+00
2.599750e+00	1.427218e-04	2.000000e+00
2.608750e+00	1.270382e-04	2.000000e+00
2.612125e+00	1.306252e-04	2.000000e+00
2.624500e+00	1.263587e-04	2.000000e+00
2.636875e+00	1.189364e-04	2.000000e+00
2.649250e+00	1.717448e-04	2.000000e+00
2.661625e+00	1.509402e-04	2.000000e+00
2.670625e+00	1.443970e-04	2.000000e+00
2.674000e+00	1.432079e-04	2.000000e+00
2.686375e+00	1.568426e-04	2.000000e+00
2.698750e+00	1.362473e-04	2.000000e+00
2.711125e+00	1.258868e-04	2.000000e+00
2.723500e+00	1.299737e-04	2.000000e+00
2.732500e+00	1.569723e-04	2.000000e+00
2.735875e+00	1.280513e-04	2.000000e+00
2.748250e+00	1.174761e-04	2.000000e+00
2.760625e+00	9.357621e-05	2.000000e+00
2.773000e+00	9.534929e-05	2.000000e+00
2.785375e+00	1.162283e-04	2.000000e+00
2.794375e+00	1.444085e-04	2.000000e+00
2.797750e+00	1.379807e-04	2.000000e+00
2.810125e+00	1.371777e-04	2.000000e+00
2.822500e+00	9.726581e-05	2.000000e+00
2.834875e+00	1.127382e-04	2.000000e+00
2.847250e+00	9.096922e-05	2.000000e+00
2.856250e+00	1.499472e-04	2.000000e+00
2.859625e+00	1.535867e-04	2.000000e+00
2.872000e+00	1.561641e-04	2.000000e+00
2.884375e+00	1.038279e-04	2.000000e+00
2.896750e+00	1.124633e-04	2.000000e+00
2.909125e+00	7.760679e-05	2.000000e+00
2.918125e+00	1.487851e-04	2.000000e+00
2.921500e+00	1.079396e-04	2.000000e+00
2.933875e+00	1.000445e-04	2.000000e+00
2.946250e+00	9.257146e-05	2.000000e+00
2.958625e+00	8.654604e-05	2.000000e+00
2.971000e+00	9.709198e-05	2.000000e+00
2.980000e+00	1.389997e-04	2.000000e+00
2.983375e+00	1.333828e-04	2.000000e+00
2.995750e+00	1.352721e-04	2.000000e+00
3.008125e+00	1.104118e-04	2.000000e+00
3.020500e+00	1.213670e-04	2.000000e+00
3.032875e+00	1.550339e-04	2.000000e+00
3.041875e+00	1.157538e-04	2.000000e+00
3.045250e+00	1.403947e-04	2.000000e+00
3.057625e+00	1.279413e-04	2.000000e+00
3.070000e+00	1.347842e-04	2.000000e+00
3.082375e+00	1.067693e-04	2.000000e+00
3.094750e+00	1.399288e-04	2.000000e+00
3.103750e+00	1.132896e-04	2.000000e+00
3.107125e+00	1.598473e-04	2.000000e+00
3.119500e+00	1.453318e-04	2.000000e+00
3.131875e+00	1.513419e-04	2.000000e+00
3.144250e+00	1.712282e-04	2.000000e+00
3.156625e+00	1.521211e-04	2.000000e+00
3.165625e+00	1.095227e-04	2.000000e+00
3.169000e+00	9.696365e-05	2.000000e+00
3.181375e+00	8.635635e-05	2.000000e+00
3.193750e+00	6.209661e-05	2.000000e+00
3.206125e+00	7.959146e-05	2.000000e+00
3.218500e+00	1.062237e-04	2.000000e+00
3.227500e+00	9.317912e-05	2.000000e+00
3.230875e+00	9.397771e-05	2.000000e+00
3.243250e+00	7.670854e-05	2.000000e+00
3.255625e+00	9.400368e-05	2.000000e+00
3.268000e+00	1.587624e-04	2.000000e+00
3.280375e+00	1.676306e-04	2.000000e+00
3.289375e+00	1.144193e-04	2.000000e+00
3.292750e+00	1.394358e-04	2.000000e+00
3.305125e+00	1.292209e-04	2.000000e+00
3.317500e+00	9.356430e-05	2.000000e+00
3.329875e+00	9.224913e-05	2.000000e+00
3.342250e+00	9.642402e-05	2.000000e+00
3.351250e+00	1.229715e-04	2.000000e+00
3.354625e+00	1.587164e-04	2.000000e+00
3.367000e+00	1.737444e-04	2.000000e+00
3.379375e+00	1.369516e-04	2.000000e+00
3.391750e+00	1.520392e-04	2.000000e+00
3.404125e+00	1.551389e-04	2.000000e+00
3.413125e+00	1.077521e-04	2.000000e+00
3.416500e+00	9.423459e-05	2.000000e+00
3.428875e+00	9.103368e-05	2.000000e+00
3.441250e+00	1.286504e-04	2.000000e+00
3.453625e+00	8.875352e-05	2.000000e+00
3.466000e+00	8.565231e-05	2.000000e+00
3.475000e+00	1.367145e-04	2.000000e+00
3.478375e+00	1.132449e-04	2.000000e+00
3.490750e+00	1.402063e-04	2.000000e+00
3.503125e+00	1.200422e-04	2.000000e+00
3.515500e+00	1.016785e-04	2.000000e+00
3.527875e+00	1.528655e-04	2.000000e+00
3.536875e+00	1.207960e-04	2.000000e+00
3.540250e+00	1.384526e-04	2.000000e+00
3.552625e+00	1.395812e-04	2.000000e+00
3.565000e+00	1.339502e-04	2.000000e+00
3.577375e+00	1.218313e-04	2.000000e+00
3.589750e+00	1.019232e-04	2.000000e+00
3.598750e+00	1.259178e-04	2.000000e+00
3.602125e+00	1.059679e-04	2.000000e+00
3.614500e+00	1.145887e-04	2.000000e+00
3.626875e+00	1.255726e-04	2.000000e+00
3.639250e+00	1.210379e-04	2.000000e+00
3.651625e+00	1.022696e-04	2.000000e+00
3.660625e+00	1.441339e-04	2.000000e+00
3.664000e+00	1.087211e-04	2.000000e+00
3.676375e+00	1.265740e-04	2.000000e+00
3.688750e+00	1.338498e-04	2.000000e+00
3.701125e+00	9.991822e-05	2.000000e+00
3.713500e+00	9.962606e-05	2.000000e+00
3.722500e+00	1.235126e-04	2.000000e+00
3.725875e+00	9.818270e-05	2.000000e+00
3.738250e+00	7.781581e-05	2.000000e+00
3.750625e+00	9.908980e-05	2.000000e+00
3.763000e+00	1.048850e-04	2.000000e+00
3.775375e+00	9.515950e-05	2.000000e+00
3.784375e+00	9.827223e-05	2.000000e+00
3.787750e+00	1.163987e-04	2.000000e+00
3.800125e+00	1.379433e-04	2.000000e+00
3.812500e+00	1.190596e-04	2.000000e+00
3.824875e+00	1.370410e-04	2.000000e+00
3.837250e+00	1.534208e-04	2.000000e+00
3.846250e+00	1.207516e-04	2.000000e+00
3.849625e+00	1.141514e-04	2.000000e+00
3.862000e+00	8.651056e-05	2.000000e+00
3.874375e+00	1.099617e-04	2.000000e+00
3.886750e+00	1.376865e-04	2.000000e+00
3.899125e+00	1.324162e-04	2.000000e+00
3.908125e+00	9.658331e-05	2.000000e+00
3.911500e+00	1.097876e-04	2.000000e+00
3.923875e+00	8.363863e-05	2.000000e+00
3.936250e+00	6.705041e-05	2.000000e+00
3.948625e+00	1.098589e-04	2.000000e+00
3.961000e+00	1.011930e-04	2.000000e+00
3.970000e+00	1.207594e-04	2.000000e+00
3.973375e+00	9.128920e-05	2.000000e+00
3.985750e+00	1.042502e-04	2.000000e+00
3.998125e+00	8.969869e-05	2.000000e+00
4.010500e+00	1.176876e-04	2.000000e+00
4.022875e+00	8.405800e-05	2.000000e+00
4.031875e+00	1.529235e-04	2.000000e+00
4.035250e+00	5.873215e-05	2.000000e+00
4.047625e+00	8.047277e-05	2.000000e+00
4.060000e+00	6.723623e-05	2.000000e+00
4.072375e+00	1.095251e-04	2.000000e+00
4.084750e+00	1.171328e-04	2.000000e+00
4.093750e+00	1.428330e-04	2.000000e+00
4.097125e+00	1.092946e-04	2.000000e+00
4.109500e+00	1.172228e-04	2.000000e+00
4.121875e+00	1.420970e-04	2.000000e+00
4.134250e+00	1.376661e-04	2.000000e+00
4.146625e+00	1.257553e-04	2.000000e+00
4.155625e+00	1.167884e-04	2.000000e+00
4.159000e+00	1.354059e-04	2.000000e+00
4.171375e+00	1.152905e-04	2.000000e+00
4.183750e+00	1.356703e-04	2.000000e+00
4.196125e+00	1.184338e-04	2.000000e+00
4.208500e+00	9.648040e-05	2.000000e+00
4.217500e+00	1.078110e-04	2.000000e+00
4.220875e+00	1.004474e-04	2.000000e+00
4.233250e+00	1.326332e-04	2.000000e+00
4.245625e+00	1.167544e-04	2.000000e+00
4.258000e+00	1.019698e-04	2.000000e+00
4.270375e+00	9.099860e-05	2.000000e+00
4.279375e+00	9.228469e-05	2.000000e+00
4.282750e+00	7.212981e-05	2.000000e+00
4.295125e+00	8.497362e-05	2.000000e+00
4.307500e+00	9.230130e-05	2.000000e+00
4.319875e+00	1.431936e-04	2.000000e+00
4.332250e+00	1.360060e-04	2.000000e+00
4.341250e+00	9.318253e-05	2.000000e+00
4.344625e+00	9.499708e-05	2.000000e+00
4.357000e+00	1.484405e-04	2.000000e+00
4.369375e+00	1.293864e-04	2.000000e+00
4.381750e+00	8.137702e-05	2.000000e+00
4.394125e+00	7.733293e-05	2.000000e+00
4.403125e+00	1.091073e-04	2.000000e+00
4.406500e+00	1.027806e-04	2.000000e+00
4.418875e+00	9.529719e-05	2.000000e+00
4.431250e+00	1.128160e-04	2.000000e+00
4.443625e+00	8.585113e-05	2.000000e+00
4.456000e+00	9.477882e-05	2.000000e+00
4.465000e+00	9.747685e-05	2.000000e+00
4.468375e+00	1.223712e-04	2.000000e+00
4.480750e+00	9.804961e-05	2.000000e+00
4.493125e+00	1.103642e-04	2.000000e+00
4.505500e+00	1.125450e-04	2.000000e+00
4.517875e+00	6.155283e-05	2.000000e+00
4.526875e+00	9.503954e-05	2.000000e+00
4.530250e+00	1.285497e-04	2.000000e+00
4.542625e+00	1.165188e-04	2.000000e+00
4.555000e+00	8.216348e-05	2.000000e+00
4.567375e+00	9.214643e-05	2.000000e+00
4.579750e+00	1.212561e-04	2.000000e+00
4.588750e+00	8.750355e-05	2.000000e+00
4.592125e+00	1.286197e-04	2.000000e+00
4.604500e+00	1.423996e-04	2.000000e+00
4.616875e+00	1.247153e-04	2.000000e+00
4.629250e+00	9.593258e-05	2.000000e+00
4.641625e+00	1.127363e-04	2.000000e+00
4.650625e+00	9.574347e-05	2.000000e+00
4.654000e+00	1.172035e-04	2.000000e+00
4.666375e+00	1.144501e-04	2.000000e+00
4.678750e+00	1.080723e-04	2.000000e+00
4.691125e+00	1.066422e-04	2.000000e+00
4.703500e+00	9.608100e-05	2.000000e+00
4.712500e+00	8.436917e-05	2.000000e+00
4.715875e+00	1.196468e-04	2.000000e+00
4.728250e+00	1.437082e-04	2.000000e+00
4.740625e+00	1.148378e-04	2.000000e+00
4.753000e+00	7.258720e-05	2.000000e+00
4.765375e+00	7.725844e-05	2.000000e+00
4.774375e+00	8.544262e-05	2.000000e+00
4.777750e+00	8.504288e-05	2.000000e+00
4.790125e+00	6.880202e-05	2.000000e+00
4.802500e+00	8.384403e-05	2.000000e+00
4.814875e+00	9.768504e-05	2.000000e+00
4.827250e+00	8.301184e-05	2.000000e+00
4.836250e+00	8.415658e-05	2.000000e+00
4.839625e+00	6.786477e-05	2.000000e+00
4.852000e+00	1.041661e-04	2.000000e+00
4.864375e+00	1.141046e-04	2.000000e+00
4.876750e+00	7.694804e-05	2.000000e+00
4.889125e+00	1.156366e-04	2.000000e+00
4.898125e+00	9.855647e-05	2.000000e+00
4.901500e+00	1.293629e-04	2.000000e+00
4.913875e+00	1.120552e-04	2.000000e+00
4.926250e+00	9.891365e-05	2.000000e+00
4.938625e+00	9.490976e-05	2.000000e+00
4.951000e+00	9.676877e-05	2.000000e+00
4.960000e+00	1.145147e-04	2.000000e+00
4.963375e+00	1.259401e-04	2.000000e+00
4.975750e+00	1.140615e-04	2.000000e+00
4.988125e+00	1.085428e-04	2.000000e+00
5.000500e+00	1.348303e-04	2.000000e+00
5.012875e+00	1.138465e-04	2.000000e+00
5.021875e+00	9.519068e-05	2.000000e+00
5.025250e+00	1.022472e-04	2.000000e+00
5.037625e+00	9.262263e-05	2.000000e+00
5.050000e+00	6.854275e-05	2.000000e+00
5.062375e+00	8.807002e-05	2.000000e+00
5.074750e+00	1.033186e-04	2.000000e+00
5.083750e+00	1.107477e-04	2.000000e+00
5.087125e+00	1.031735e-04	2.000000e+00
5.099500e+00	1.121623e-04	2.000000e+00
5.111875e+00	1.152307e-04	2.000000e+00
5.124250e+00	8.002742e-05	2.000000e+00
5.136625e+00	1.158520e-04	2.000000e+00
5.145625e+00	9.808427e-05	2.000000e+00
5.149000e+00	1.087049e-04	2.000000e+00
5.161375e+00	1.301302e-04	2.000000e+00
5.173750e+00	1.311995e-04	2.000000e+00
5.186125e+00	9.550232e-05	2.000000e+00
5.198500e+00	1.056296e-04	2.000000e+00
5.207500e+00	9.596421e-05	2.000000e+00
5.210875e+00	1.071891e-04	2.000000e+00
5.223250e+00	1.347549e-04	2.000000e+00
5.235625e+00	1.281449e-04	2.000000e+00
5.248000e+00	9.454854e-05	2.000000e+00
5.260375e+00	9.609397e-05	2.000000e+00
5.269375e+00	1.092774e-04	2.000000e+00
5.272750e+00	1.028066e-04	2.000000e+00
5.285125e+00	9.982083e-05	2.000000e+00
5.297500e+00	7.573360e-05	2.000000e+00
5.309875e+00	6.688730e-05	2.000000e+00
5.322250e+00	1.030293e-04	2.000000e+00
5.331250e+00	1.049876e-04	2.000000e+00
5.334625e+00	1.217243e-04	2.000000e+00
5.347000e+00	1.157612e-04	2.000000e+00
5.359375e+00	1.260981e-04	2.000000e+00
5.371750e+00	1.199928e-04	2.000000e+00
5.384125e+00	1.306798e-04	2.000000e+00
5.393125e+00	1.074390e-04	2.000000e+00
5.396500e+00	1.125981e-04	2.000000e+00
5.408875e+00	8.596463e-05	2.000000e+00
5.421250e+00	1.032592e-04	2.000000e+00
5.433625e+00	8.784619e-05	2.000000e+00
5.446000e+00	7.669102e-05	2.000000e+00
5.455000e+00	1.052099e-04	2.000000e+00
5.458375e+00	8.302922e-05	2.000000e+00
5.470750e+00	9.981293e-05	2.000000e+00
5.483125e+00	1.088736e-04	2.000000e+00
5.495500e+00	9.192074e-05	2.000000e+00
5.507875e+00	9.637029e-05	2.000000e+00
5.516875e+00	9.485075e-05	2.000000e+00
5.520250e+00	8.228997e-05	2.000000e+00
5.532625e+00	6.457997e-05	2.000000e+00
5.545000e+00	1.101436e-04	2.000000e+00
5.557375e+00	1.127326e-04	2.000000e+00
5.569750e+00	8.390530e-05	2.000000e+00
5.578750e+00	1.033245e-04	2.000000e+00
5.582125e+00	9.042438e-05	2.000000e+00
5.594500e+00	8.790694e-05	2.000000e+00
5.606875e+00	9.928295e-05	2.000000e+00
5.619250e+00	1.156114e-04	2.000000e+00
5.631625e+00	1.202964e-04	2.000000e+00
5.640625e+00	1.004433e-04	2.000000e+00
5.644000e+00	1.132308e-04	2.000000e+00
5.656375e+00	8.287031e-05	2.000000e+00
5.668750e+00	9.607044e-05	2.000000e+00
5.681125e+00	9.304846e-05	2.000000e+00
5.693500e+00	1.168702e-04	2.000000e+00
5.702500e+00	1.006207e-04	2.000000e+00
5.705875e+00	1.133569e-04	2.000000e+00
5.718250e+00	8.844988e-05	2.000000e+00
5.730625e+00	9.485756e-05	2.000000e+00
5.743000e+00	1.191433e-04	2.000000e+00
5.755375e+00	1.333437e-04	2.000000e+00
5.764375e+00	1.018452e-04	2.000000e+00
5.767750e+00	1.213054e-04	2.000000e+00
5.780125e+00	1.126459e-04	2.000000e+00
5.792500e+00	1.045958e-04	2.000000e+00
5.804875e+00	1.140239e-04	2.000000e+00
5.817250e+00	9.589991e-05	2.000000e+00
5.826250e+00	1.022965e-04	2.000000e+00
5.829625e+00	9.752041e-05	2.000000e+00
5.842000e+00	7.783274e-05	2.000000e+00
5.854375e+00	5.153929e-05	2.000000e+00
5.866750e+00	8.513595e-05	2.000000e+00
5.879125e+00	1.017624e-04	2.000000e+00
5.888125e+00	1.112739e-04	2.000000e+00
5.891500e+00	1.123562e-04	2.000000e+00
5.903875e+00	7.214030e-05	2.000000e+00
5.916250e+00	9.906792e-05	2.000000e+00
5.928625e+00	9.216159e-05	2.000000e+00
5.941000e+00	1.022782e-04	2.000000e+00
5.950000e+00	1.072348e-04	2.000000e+00
5.953375e+00	1.127105e-04	2.000000e+00
5.965750e+00	1.056956e-04	2.000000e+00
5.978125e+00	9.778470e-05	2.000000e+00
5.990500e+00	1.112803e-04	2.000000e+00
6.002875e+00	8.891137e-05	2.000000e+00
6.011875e+00	9.322009e-05	2.000000e+00
6.015250e+00	8.217494e-05	2.000000e+00
6.027625e+00	8.997447e-05	2.000000e+00
6.040000e+00	9.618378e-05	2.000000e+00
6.052375e+00	7.356638e-05	2.000000e+00
6.064750e+00	8.669997e-05	2.000000e+00
6.073750e+00	9.122051e-05	2.000000e+00
6.077125e+00	8.228883e-05	2.000000e+00
6.089500e+00	9.740155e-05	2.000000e+00
6.101875e+00	1.176084e-04	2.000000e+00
6.114250e+00	1.240405e-04	2.000000e+00
6.126625e+00	1.149908e-04	2.000000e+00
6.135625e+00	1.003411e-04	2.000000e+00
6.139000e+00	1.014436e-04	2.000000e+00
6.151375e+00	1.075708e-04	2.000000e+00
6.163750e+00	1.005258e-04	2.000000e+00
6.176125e+00	1.108265e-04	2.000000e+00
6.188500e+00	9.971991e-05	2.000000e+00
6.197500e+00	9.259537e-05	2.000000e+00
6.200875e+00	1.123702e-04	2.000000e+00
6.213250e+00	1.102769e-04	2.000000e+00
6.225625e+00	8.014234e-05	2.000000e+00
6.238000e+00	1.003721e-04	2.000000e+00
6.250375e+00	9.304412e-05	2.000000e+00
